Roll No		Attendance Percentage
BT24ECE002		0%
BT24ECE003		0%
BT24ECE004		0%
BT24ECE005		0%
BT24ECE006		0%
BT24ECE007		0%
BT24ECE008		0%
BT24ECE009		0%
BT24ECE010		0%
BT24ECE011		0%
BT24ECE012		0%
BT24ECE013		0%
BT24ECE014		0%
BT24ECE015		0%
BT24ECE016		0%
BT24ECE017		0%
BT24ECE018		0%
BT24ECE019		0%
BT24ECE020		0%
BT24ECE021		0%
BT24ECE022		0%
BT24ECE023		0%
BT24ECE024		0%
BT24ECE025		0%
BT24ECE026		0%
BT24ECE027		0%
BT24ECE028		0%
BT24ECE029		0%
BT24ECE030		0%
BT24ECE031		0%
BT24ECE032		0%
BT24ECE033		0%
BT24ECE034		0%
BT24ECE035		0%
BT24ECE036		0%
BT24ECE037		0%
BT24ECE038		0%
BT24ECE039		0%
BT24ECE040		0%
BT24ECE041		0%
BT24ECE042		0%
BT24ECE043		0%
BT24ECE044		0%
BT24ECE045		0%
BT24ECE046		0%
BT24ECE047		0%
BT24ECE048		0%
BT24ECE049		0%
BT24ECE050		0%
BT24ECE051		0%
BT24ECE052		0%
BT24ECE053		0%
BT24ECE054		0%
BT24ECE055		0%
BT24ECE056		0%
BT24ECE057		0%
BT24ECE058		0%
BT24ECE059		0%
BT24ECE060		0%
BT24ECE061		0%
BT24ECE062		0%
BT24ECE063		0%
BT24ECE064		0%
BT24ECE065		0%
BT24ECE066		0%
BT24ECE067		0%
BT24ECE068		0%
BT24ECE069		0%
BT24ECE070		0%
BT24ECE071		0%
BT24ECE072		0%
BT24ECE073		0%
BT24ECE074		0%
BT24ECE075		0%
BT24ECE076		0%
BT24ECE077		0%
BT24ECE078		0%
BT24ECE079		0%
BT24ECE080		0%
BT24ECE081		0%
BT24ECE082		0%
BT24ECE083		0%
BT24ECE084		0%
BT24ECE085		0%
BT24ECE086		0%
BT24ECE087		0%
BT24ECE088		0%
BT24ECE089		0%
BT24ECE090		0%
BT24ECE091		0%
BT24ECE092		0%
BT24ECE093		0%
BT24ECE094		0%
BT24ECE095		0%
BT24ECE096		0%
BT24ECE097		0%
BT24ECE098		0%
BT24ECE099		0%
BT24ECE100		0%
BT24ECE101		0%
BT24ECE102		0%
BT24ECE103		0%
BT24ECE104		0%
BT24ECE105		0%
BT24ECE106		0%
BT24ECE107		0%
BT24ECE108		0%
BT24ECE109		0%
BT24ECE110		0%
BT24ECE111		0%
BT24ECE112		0%
BT24ECE113		0%
BT24ECE114		0%
BT24ECE115		0%
BT24ECE116		0%
BT24ECE117		0%
BT24ECE118		0%
BT24ECE119		0%
BT24ECE120		0%
BT24ECE121		0%
BT24ECE122		0%
BT24ECE123		0%
BT24ECE124		0%
BT24ECE125		0%
BT24ECE126		0%
BT24ECE127		0%
BT24ECE128		0%
BT24ECE129		0%
BT24ECE130		0%
BT24ECE131		0%
BT24ECE132		0%
BT24ECE133		0%
BT24ECE134		0%
BT24ECE135		0%
BT24ECE136		0%
BT24ECE137		0%
BT24ECE138		0%
BT24ECE139		0%
BT24ECE140		0%
BT24ECE141		0%
BT24ECE142		0%
BT24ECE143		0%
BT24ECE144		0%
BT24ECE145		0%
BT24ECE146		0%
BT24ECE147		0%
BT24ECE148		0%
BT24ECE149		0%
BT24ECE150		0%
BT24ECI001		0%
BT24ECI002		0%
BT24ECI003		0%
BT24ECI004		0%
BT24ECI005		0%
BT24ECI006		0%
BT24ECI007		0%
BT24ECI008		0%
BT24ECI009		0%
BT24ECI010		0%
BT24ECI011		0%
BT24ECI012		0%
BT24ECI013		0%
BT24ECI014		0%
BT24ECI015		0%
BT24ECI016		0%
BT24ECI017		0%
BT24ECI018		0%
BT24ECI019		0%
BT24ECI020		0%
BT24ECI021		0%
BT24ECI022		0%
BT24ECI023		0%
BT24ECI024		0%
BT24ECI025		0%
BT24ECI026		0%
BT24ECI027		0%
BT24ECI028		0%
BT24ECI029		0%
BT24ECI030		0%
BT24ECI031		0%
BT24ECI032		0%
BT24ECI033		0%
BT24ECI034		0%
BT24ECI035		0%
BT24ECI036		0%
BT24ECI037		0%
BT24ECI038		0%
BT24ECI039		0%
BT24ECI040		0%
BT24ECI041		0%
BT24ECI042		0%
BT24ECI043		0%
BT24ECI044		0%
BT24ECI045		0%
BT24ECI046		0%
BT24ECI047		0%
BT24ECI048		0%
BT24ECI049		0%
BT24ECI050		0%
BT24ECI051		0%
BT24ECI052		0%
BT24ECI053		0%
BT24ECI054		0%
BT24ECI055		0%
BT24ECI056		0%
BT24ECI057		0%
BT24ECI058		0%
BT24ECI059		0%
BT24ECI060		0%
BT24ECI061		0%
BT24ECI062		0%
BT24ECI063		0%
BT24ECI064		0%
BT24ECI065		0%
BT24ECI066		0%
BT24ECI067		0%
BT24ECI068		0%
BT24ECI069		0%
BT24ECI070		0%
1025		0%
1125		0%
1325		0%
2425		0%
2825		0%
3225		0%
4025		0%
4325		0%
4725		0%
4825		0%
5225		0%
5925		0%
6525		0%
6925		0%
7625		0%
8625		0%
9325		0%
9825		0%
9925		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1526		0%
2126		0%
2326		0%
3026		0%
3826		0%
3926		0%
4026		0%
4226		0%
4326		0%
4826		0%
6026		0%
6126		0%
6826		0%
7026		0%
7426		0%
7526		0%
7726		0%
8426		0%
8526		0%
9226		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1027		0%
1527		0%
2727		0%
3027		0%
3327		0%
3427		0%
3727		0%
4027		0%
4427		0%
4627		0%
4827		0%
5027		0%
5127		0%
5227		0%
5327		0%
6327		0%
7527		0%
8127		0%
9027		0%
9127		0%
9427		0%
9727		0%
9827		0%
9927		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1128		0%
1528		0%
2228		0%
2428		0%
2628		0%
2928		0%
3228		0%
3528		0%
3728		0%
3928		0%
4028		0%
4128		0%
4428		0%
4528		0%
5828		0%
6028		0%
6128		0%
6528		0%
7128		0%
7628		0%
7728		0%
7828		0%
8928		0%
9328		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1129		0%
1429		0%
1529		0%
1629		0%
1729		0%
2629		0%
2829		0%
3029		0%
3429		0%
3629		0%
4429		0%
4529		0%
4729		0%
4829		0%
5029		0%
5229		0%
5529		0%
6129		0%
6329		0%
6529		0%
7529		0%
8129		0%
8529		0%
8829		0%
8929		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
2030		0%
2530		0%
3130		0%
4130		0%
4530		0%
6330		0%
6930		0%
7130		0%
7630		0%
7730		0%
9630		0%
9930		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1631		0%
2231		0%
2731		0%
3131		0%
3331		0%
3531		0%
3731		0%
3931		0%
4131		0%
4831		0%
4931		0%
5931		0%
6131		0%
6731		0%
6831		0%
7231		0%
8431		0%
9031		0%
9531		0%
9731		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1232		0%
2532		0%
2732		0%
4132		0%
4732		0%
4832		0%
5132		0%
5232		0%
6932		0%
7032		0%
7332		0%
7632		0%
8232		0%
8932		0%
9032		0%
9732		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1433		0%
1633		0%
1833		0%
2033		0%
2233		0%
2633		0%
2833		0%
2933		0%
3233		0%
3433		0%
3533		0%
4233		0%
4333		0%
4833		0%
5033		0%
5233		0%
5633		0%
6333		0%
6933		0%
8233		0%
8733		0%
9433		0%
9733		0%
9833		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1034		0%
2234		0%
2734		0%
3534		0%
3734		0%
3934		0%
4634		0%
4934		0%
5134		0%
5334		0%
5534		0%
5834		0%
7334		0%
7534		0%
7634		0%
8534		0%
9134		0%
9334		0%
9434		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1335		0%
1535		0%
2235		0%
2335		0%
2435		0%
2535		0%
2635		0%
2735		0%
3635		0%
3935		0%
4135		0%
4235		0%
4735		0%
5935		0%
6535		0%
6935		0%
7335		0%
7635		0%
7735		0%
8235		0%
8335		0%
9835		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
2536		0%
3536		0%
3936		0%
4136		0%
4336		0%
4536		0%
4636		0%
4736		0%
4836		0%
5336		0%
5836		0%
5936		0%
6036		0%
6636		0%
6836		0%
7836		0%
8336		0%
8636		0%
9236		0%
9536		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1937		0%
2237		0%
2337		0%
2637		0%
2837		0%
2937		0%
3137		0%
3537		0%
3737		0%
3937		0%
4737		0%
5737		0%
5837		0%
6137		0%
6237		0%
6537		0%
6937		0%
7037		0%
7937		0%
8137		0%
8437		0%
8537		0%
8837		0%
9537		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1538		0%
2038		0%
2838		0%
3238		0%
3538		0%
4138		0%
4338		0%
4638		0%
5238		0%
6638		0%
7038		0%
7138		0%
8638		0%
9738		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1239		0%
1539		0%
2539		0%
2639		0%
3039		0%
3639		0%
3939		0%
4339		0%
5739		0%
5839		0%
6039		0%
6339		0%
6639		0%
7439		0%
9239		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1140		0%
2940		0%
3440		0%
4340		0%
4740		0%
5040		0%
5740		0%
6440		0%
6740		0%
7540		0%
7940		0%
8140		0%
8240		0%
9440		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1341		0%
1441		0%
2141		0%
2241		0%
2541		0%
2641		0%
2941		0%
3441		0%
3541		0%
3941		0%
4041		0%
4541		0%
4741		0%
5141		0%
5341		0%
5541		0%
5741		0%
6741		0%
7241		0%
8141		0%
8541		0%
8641		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1442		0%
1542		0%
2242		0%
2342		0%
2842		0%
4042		0%
4442		0%
4542		0%
5442		0%
5842		0%
6742		0%
7842		0%
8242		0%
8542		0%
9542		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1143		0%
1643		0%
2343		0%
3343		0%
3543		0%
3643		0%
4243		0%
4543		0%
5143		0%
5243		0%
5443		0%
6143		0%
6743		0%
6843		0%
6943		0%
7343		0%
7443		0%
8143		0%
8243		0%
8643		0%
8943		0%
9643		0%
9843		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1144		0%
1344		0%
1444		0%
1544		0%
1644		0%
1944		0%
2144		0%
2544		0%
2744		0%
3744		0%
4144		0%
4244		0%
4744		0%
4844		0%
5044		0%
5244		0%
5444		0%
5744		0%
5844		0%
6244		0%
6444		0%
8244		0%
8444		0%
8644		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1045		0%
1145		0%
1745		0%
3545		0%
3645		0%
3745		0%
4245		0%
4445		0%
4545		0%
4745		0%
5445		0%
6045		0%
6145		0%
6345		0%
7445		0%
8645		0%
8745		0%
9745		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1146		0%
1246		0%
2946		0%
3046		0%
3546		0%
3746		0%
4346		0%
4946		0%
5046		0%
5446		0%
6146		0%
6646		0%
7846		0%
8046		0%
8246		0%
9346		0%
9446		0%
9646		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
2047		0%
2147		0%
2247		0%
2447		0%
2647		0%
2847		0%
2947		0%
4147		0%
4347		0%
4547		0%
4847		0%
5347		0%
6047		0%
6547		0%
7147		0%
7347		0%
7547		0%
8647		0%
9147		0%
9347		0%
9747		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1048		0%
2348		0%
2448		0%
2548		0%
2748		0%
3248		0%
3448		0%
3748		0%
4448		0%
4548		0%
4748		0%
4848		0%
5248		0%
5748		0%
6148		0%
6348		0%
6748		0%
6848		0%
7648		0%
8248		0%
8548		0%
8748		0%
8948		0%
9148		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1349		0%
1549		0%
2349		0%
2449		0%
2549		0%
2649		0%
3749		0%
4049		0%
4149		0%
4949		0%
5049		0%
6249		0%
6449		0%
7149		0%
8549		0%
8949		0%
9249		0%
9749		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1750		0%
2050		0%
2250		0%
2450		0%
2650		0%
2950		0%
3550		0%
3650		0%
4250		0%
5050		0%
5350		0%
5450		0%
5550		0%
5750		0%
6050		0%
6450		0%
6550		0%
7450		0%
8150		0%
8850		0%
9250		0%
9450		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1051		0%
1251		0%
2051		0%
2351		0%
2751		0%
2951		0%
3051		0%
3351		0%
3651		0%
3851		0%
4251		0%
5151		0%
5351		0%
5951		0%
7151		0%
7651		0%
8151		0%
8251		0%
8951		0%
9051		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1352		0%
1452		0%
1552		0%
2052		0%
2752		0%
3052		0%
3152		0%
4152		0%
4552		0%
4652		0%
4852		0%
5052		0%
5152		0%
5652		0%
5752		0%
5852		0%
6052		0%
6252		0%
6752		0%
6952		0%
7552		0%
8352		0%
8752		0%
8952		0%
9852		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1053		0%
1753		0%
2053		0%
2153		0%
2653		0%
2853		0%
3153		0%
3253		0%
3553		0%
3653		0%
3753		0%
4053		0%
4453		0%
5553		0%
5853		0%
6553		0%
6653		0%
6853		0%
7353		0%
7553		0%
8353		0%
8653		0%
8953		0%
9053		0%
9253		0%
9853		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1954		0%
2054		0%
2354		0%
2454		0%
2854		0%
2954		0%
3254		0%
3454		0%
4254		0%
4554		0%
5054		0%
5554		0%
5754		0%
6654		0%
6754		0%
7054		0%
8454		0%
9354		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1355		0%
3155		0%
4155		0%
4555		0%
4755		0%
4855		0%
4955		0%
5255		0%
5655		0%
5955		0%
6155		0%
6255		0%
6355		0%
7255		0%
8155		0%
8255		0%
8855		0%
9355		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1056		0%
2656		0%
3556		0%
3856		0%
4456		0%
4556		0%
4656		0%
5156		0%
6056		0%
6156		0%
6256		0%
6356		0%
6456		0%
6656		0%
7056		0%
7556		0%
7656		0%
8456		0%
8756		0%
8856		0%
9256		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
2057		0%
2257		0%
2857		0%
2957		0%
3057		0%
3557		0%
3657		0%
3757		0%
4257		0%
4857		0%
4957		0%
6357		0%
6857		0%
6957		0%
7057		0%
8157		0%
8357		0%
8557		0%
8857		0%
9057		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1158		0%
1758		0%
1858		0%
2358		0%
2558		0%
2858		0%
3158		0%
3358		0%
3658		0%
4058		0%
4358		0%
5158		0%
5658		0%
5858		0%
6258		0%
6958		0%
7658		0%
7858		0%
9058		0%
9458		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1159		0%
1259		0%
1559		0%
2159		0%
2559		0%
2759		0%
2859		0%
3559		0%
3859		0%
4159		0%
4659		0%
5459		0%
5559		0%
6359		0%
7059		0%
8259		0%
8959		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1260		0%
2260		0%
2460		0%
2560		0%
3160		0%
3860		0%
4060		0%
4560		0%
4760		0%
4860		0%
5360		0%
6160		0%
6460		0%
6660		0%
8760		0%
9160		0%
9660		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1961		0%
2061		0%
3061		0%
3161		0%
3261		0%
4261		0%
4861		0%
5361		0%
5461		0%
5561		0%
5961		0%
6061		0%
6561		0%
6861		0%
7561		0%
7661		0%
7761		0%
8161		0%
8561		0%
9561		0%
9761		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1062		0%
1462		0%
1562		0%
1662		0%
1762		0%
2162		0%
2262		0%
2362		0%
2762		0%
2962		0%
4562		0%
4762		0%
5062		0%
5462		0%
5562		0%
5762		0%
6162		0%
6762		0%
7262		0%
7362		0%
7762		0%
7962		0%
8462		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1763		0%
1863		0%
2363		0%
3163		0%
3563		0%
3663		0%
3863		0%
4963		0%
5463		0%
6263		0%
6763		0%
7063		0%
7263		0%
8363		0%
9863		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1364		0%
1664		0%
1764		0%
1864		0%
2664		0%
2764		0%
3064		0%
3964		0%
5464		0%
5664		0%
5764		0%
6164		0%
6864		0%
6964		0%
7064		0%
7564		0%
7764		0%
9764		0%
9864		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1065		0%
1865		0%
2065		0%
2565		0%
2765		0%
2865		0%
3665		0%
3865		0%
4265		0%
4365		0%
4965		0%
5065		0%
5165		0%
5665		0%
5865		0%
6265		0%
6565		0%
6865		0%
7265		0%
7465		0%
9765		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1166		0%
1266		0%
1766		0%
3266		0%
3566		0%
3866		0%
3966		0%
4066		0%
4766		0%
4866		0%
4966		0%
5066		0%
5266		0%
5666		0%
6166		0%
6866		0%
7366		0%
8466		0%
8666		0%
9866		0%
9966		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1467		0%
2967		0%
3667		0%
4267		0%
4367		0%
4767		0%
5167		0%
6067		0%
6267		0%
6667		0%
7067		0%
8167		0%
8267		0%
8567		0%
8767		0%
9667		0%
9767		0%
9867		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1068		0%
1168		0%
2368		0%
2568		0%
3668		0%
3868		0%
5268		0%
5468		0%
5568		0%
5668		0%
6868		0%
7068		0%
7768		0%
8568		0%
8668		0%
8768		0%
8868		0%
8968		0%
9268		0%
9768		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1669		0%
2069		0%
2469		0%
3169		0%
3369		0%
3869		0%
4569		0%
5169		0%
5269		0%
5369		0%
5569		0%
5769		0%
6869		0%
7569		0%
7769		0%
7869		0%
8069		0%
8469		0%
8869		0%
9369		0%
9869		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1070		0%
1270		0%
1570		0%
2170		0%
2670		0%
2870		0%
2970		0%
3370		0%
3770		0%
5070		0%
5570		0%
5870		0%
6870		0%
6970		0%
8070		0%
8270		0%
8470		0%
8670		0%
8770		0%
8970		0%
9070		0%
9270		0%
9670		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1571		0%
2371		0%
2571		0%
2871		0%
2971		0%
3371		0%
3971		0%
4471		0%
4671		0%
4871		0%
5071		0%
5271		0%
5671		0%
6171		0%
6771		0%
6971		0%
9171		0%
9771		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1272		0%
1672		0%
1972		0%
2872		0%
4872		0%
4972		0%
5172		0%
5672		0%
6072		0%
6772		0%
7372		0%
7772		0%
8472		0%
9672		0%
9872		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1673		0%
1773		0%
2673		0%
2873		0%
3073		0%
4273		0%
4573		0%
4673		0%
4773		0%
4873		0%
4973		0%
5273		0%
5373		0%
5773		0%
6273		0%
6373		0%
6673		0%
7373		0%
7773		0%
8173		0%
8773		0%
8973		0%
9573		0%
9673		0%
9873		0%
9973		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1374		0%
1774		0%
2274		0%
2974		0%
3774		0%
4174		0%
4374		0%
4574		0%
4674		0%
4874		0%
5874		0%
6674		0%
6874		0%
7074		0%
7174		0%
7974		0%
8074		0%
8174		0%
8574		0%
9674		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1375		0%
1475		0%
2475		0%
2775		0%
3175		0%
3875		0%
3975		0%
4475		0%
4675		0%
4775		0%
5175		0%
5375		0%
5475		0%
5575		0%
5775		0%
6175		0%
6675		0%
6775		0%
7275		0%
7375		0%
7475		0%
7775		0%
7875		0%
8175		0%
9275		0%
9375		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1376		0%
1976		0%
2176		0%
2476		0%
2576		0%
3276		0%
3676		0%
4276		0%
4676		0%
5076		0%
5376		0%
6276		0%
6376		0%
6876		0%
7376		0%
7576		0%
8376		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
1077		0%
1277		0%
2877		0%
3277		0%
3677		0%
3877		0%
4377		0%
4477		0%
4977		0%
5677		0%
6077		0%
6277		0%
6877		0%
7077		0%
7377		0%
7677		0%
8177		0%
